Symbiodinium52236	K00738
Symbiodinium32917	K00069
Symbiodinium49006	K22934
Symbiodinium24286	K00967
Symbiodinium51680	K12460
Symbiodinium17810	K13412
Symbiodinium16441	K24795
Symbiodinium40473	K04371
Symbiodinium31189	K24253
Symbiodinium34758	K11805
Symbiodinium32577	K01874
Symbiodinium9899	K00856
Symbiodinium55867	K09502
Symbiodinium47803	K04611
Symbiodinium19272	K16599
Symbiodinium36106	K02857
Symbiodinium57867	K04885
Symbiodinium47502	K14674
Symbiodinium46898	K13177
Symbiodinium8087	K14816
Symbiodinium54001	K02945
Symbiodinium10735	K20028
Symbiodinium8995	K12235
Symbiodinium26001	K15102
Symbiodinium49150	K10250
Symbiodinium37896	K03267
Symbiodinium32435	K09568
Symbiodinium41445	K01265
Symbiodinium20832	K26006
Symbiodinium29555	K10754
Symbiodinium26190	K25458
Symbiodinium26626	K03321
Symbiodinium19520	K02932
Symbiodinium52406	K24242
Symbiodinium39737	K01880
Symbiodinium39478	K04706
Symbiodinium40289	K04718
Symbiodinium74771	K02937
Symbiodinium51679	K16726
Symbiodinium45493	K00476
Symbiodinium50953	K12132
Symbiodinium29957	K11094
Symbiodinium36321	K03777
Symbiodinium40915	K18757
Symbiodinium11938	K10260
Symbiodinium7249	K25656
Symbiodinium40591	K06058
Symbiodinium24276	K00812
Symbiodinium58515	K02366
Symbiodinium29002	K14338
Symbiodinium26769	K02716
Symbiodinium19831	K03372
Symbiodinium35685	K12836
Symbiodinium7775	K24730
Symbiodinium19540	K04802
Symbiodinium8515	K10380
Symbiodinium38902	K16297
Symbiodinium22141	K22763
Symbiodinium35535	K13126
Symbiodinium35149	K23727
Symbiodinium17063	K18798
Symbiodinium50889	K04855
Symbiodinium19493	K02998
Symbiodinium8249	K00486
Symbiodinium9503	K06413
Symbiodinium17645	K01519
Symbiodinium20041	K05666
Symbiodinium35429	K08150
Symbiodinium28339	K11094
Symbiodinium8209	K16462
Symbiodinium18594	K07964
Symbiodinium55929	K10799
Symbiodinium15204	K21440
Symbiodinium27427	K00645
Symbiodinium40806	K00359
Symbiodinium53094	K00833
Symbiodinium27964	K07937
Symbiodinium51910	K21440
Symbiodinium55940	K05286
Symbiodinium58020	K10901
Symbiodinium8006	K12603
Symbiodinium25333	K02890
Symbiodinium30967	K17943
Symbiodinium47009	K10380
Symbiodinium16150	K10586
Symbiodinium31555	K01672
Symbiodinium27948	K03403
Symbiodinium24746	K10455
Symbiodinium47441	K08889
Symbiodinium5475	K00472
Symbiodinium20765	K00542
Symbiodinium45069	K19600
Symbiodinium19884	K01953
Symbiodinium24770	K01250
Symbiodinium43091	K09567
Symbiodinium41495	K17943
Symbiodinium22269	K06180
Symbiodinium28502	K09838
Symbiodinium49	K16726
Symbiodinium35810	K12891
Symbiodinium44943	K10770
Symbiodinium11835	K10380
Symbiodinium7430	K14726
Symbiodinium12148	K00856
Symbiodinium48203	K01056
Symbiodinium56037	K25166
Symbiodinium28494	K13289
Symbiodinium46002	K04908
Symbiodinium28524	K23029
Symbiodinium23261	K08624
Symbiodinium8624	K24469
Symbiodinium33513	K23562
Symbiodinium36394	K07198
Symbiodinium14524	K05677
Symbiodinium13223	K12603
Symbiodinium16844	K06911
Symbiodinium11654	K01527
Symbiodinium23002	K18703
Symbiodinium5228	K03281
Symbiodinium46232	K04515
Symbiodinium5809	K00476
Symbiodinium55774	K07304
Symbiodinium25970	K14861
Symbiodinium26144	K00164
Symbiodinium50589	K03327
Symbiodinium12057	K00323
Symbiodinium16899	K15272
Symbiodinium5175	K00142
Symbiodinium47832	K14944
Symbiodinium30503	K00939
Symbiodinium39275	K24635
Symbiodinium45813	K00898
Symbiodinium67868	K00411
Symbiodinium10607	K20899
Symbiodinium18302	K05273
Symbiodinium31639	K03108
Symbiodinium42156	K07222
Symbiodinium42598	K12581
Symbiodinium46795	K07304
Symbiodinium35227	K15710
Symbiodinium10740	K09506
Symbiodinium44169	K03686
Symbiodinium45084	K02154
Symbiodinium26922	K12460
Symbiodinium12718	K03462
Symbiodinium54263	K15336
Symbiodinium32450	K06276
Symbiodinium42639	K18749
Symbiodinium36125	K14815
Symbiodinium42690	K24055
Symbiodinium38269	K07390
Symbiodinium38698	K03014
Symbiodinium35964	K09586
Symbiodinium29044	K10615
Symbiodinium20200	K08220
Symbiodinium47500	K14792
Symbiodinium9014	K08855
Symbiodinium41555	K01069
Symbiodinium26313	K08592
Symbiodinium46832	K20607
Symbiodinium32109	K13412
Symbiodinium25273	K11594
Symbiodinium48076	K19882
Symbiodinium41146	K08679
Symbiodinium21291	K03686
Symbiodinium39340	K14775
Symbiodinium44700	K08059
Symbiodinium10697	K10747
Symbiodinium32249	K15889
Symbiodinium30001	K01183
Symbiodinium24890	K23555
Symbiodinium19601	K13611
Symbiodinium51058	K24634
Symbiodinium38501	K15259
Symbiodinium49222	K00889
Symbiodinium35585	K03924
Symbiodinium28872	K00645
Symbiodinium54552	K03783
Symbiodinium38612	K07376
Symbiodinium29686	K15042
Symbiodinium28678	K11481
Symbiodinium53063	K20304
Symbiodinium27393	K02891
Symbiodinium51226	K07931
Symbiodinium12523	K16462
Symbiodinium49248	K08056
Symbiodinium50183	K13126
Symbiodinium27168	K12385
Symbiodinium31848	K01208
Symbiodinium11234	K22857
Symbiodinium32358	K24835
Symbiodinium52360	K07376
Symbiodinium11734	K02894
Symbiodinium52602	K16726
Symbiodinium14378	K01092
Symbiodinium43613	K25819
Symbiodinium45422	K04910
Symbiodinium34365	K07953
Symbiodinium51288	K16675
Symbiodinium24058	K22382
Symbiodinium45590	K15498
Symbiodinium23754	K14141
Symbiodinium42381	K12399
Symbiodinium5361	K25792
Symbiodinium13847	K12343
Symbiodinium52101	K02503
Symbiodinium41415	K00163
Symbiodinium18398	K16465
Symbiodinium25573	K02078
Symbiodinium23588	K05012
Symbiodinium34157	K00574
Symbiodinium44722	K01336
Symbiodinium40983	K11592
Symbiodinium28567	K11481
Symbiodinium63766	K11970
Symbiodinium33894	K12042
Symbiodinium26430	K07375
Symbiodinium12096	K05592
Symbiodinium37935	K10575
Symbiodinium47241	K15443
Symbiodinium46983	K06640
Symbiodinium35178	K00574
Symbiodinium26716	K02641
Symbiodinium11414	K02987
Symbiodinium19882	K12460
Symbiodinium31551	K11254
Symbiodinium8073	K10380
Symbiodinium46903	K05349
Symbiodinium58796	K01166
Symbiodinium5646	K14855
Symbiodinium49892	K13412
Symbiodinium46299	K13510
Symbiodinium6115	K22390
Symbiodinium31423	K01210
Symbiodinium23253	K11253
Symbiodinium26131	K20780
Symbiodinium41597	K00357
Symbiodinium10343	K10860
Symbiodinium32312	K01081
Symbiodinium2335	K10407
Symbiodinium54696	K00225
Symbiodinium41428	K03686
Symbiodinium27386	K15283
Symbiodinium25875	K21440
Symbiodinium17984	K13411
Symbiodinium17761	K23490
Symbiodinium27028	K08794
Symbiodinium43689	K09531
Symbiodinium14756	K00852
Symbiodinium37287	K04615
Symbiodinium48480	K15104
Symbiodinium5095	K11438
Symbiodinium35381	K10590
Symbiodinium52640	K08794
Symbiodinium32214	K16608
Symbiodinium39854	K25164
Symbiodinium6475	K08334
Symbiodinium42374	K07376
Symbiodinium17192	K16466
Symbiodinium29577	K02729
Symbiodinium25210	K11976
Symbiodinium35077	K02087
Symbiodinium38489	K04739
Symbiodinium55622	K11517
Symbiodinium37696	K08794
Symbiodinium40211	K11477
Symbiodinium23369	K17458
Symbiodinium26231	K05888
Symbiodinium32429	K00058
Symbiodinium23884	K16726
Symbiodinium71625	K02866
Symbiodinium10633	K06639
Symbiodinium45158	K08794
Symbiodinium52913	K02437
Symbiodinium42766	K21440
Symbiodinium10722	K08176
Symbiodinium41070	K03178
Symbiodinium6158	K03032
Symbiodinium16964	K02872
Symbiodinium54975	K11426
Symbiodinium18188	K01807
Symbiodinium23295	K03243
Symbiodinium56589	K10632
Symbiodinium14071	K01090
Symbiodinium34278	K01438
Symbiodinium50619	K03595
Symbiodinium23597	K21440
Symbiodinium49914	K25587
Symbiodinium19375	K11294
Symbiodinium9165	K12132
Symbiodinium52129	K03675
Symbiodinium50842	K19269
Symbiodinium23800	K00801
Symbiodinium8154	K07976
Symbiodinium13121	K05592
Symbiodinium12861	K03841
Symbiodinium26955	K06180
Symbiodinium8440	K17544
Symbiodinium30326	K13412
Symbiodinium35351	K09503
Symbiodinium7517	K25388
Symbiodinium12210	K01322
Symbiodinium33529	K24228
Symbiodinium38633	K14663
Symbiodinium28609	K01738
Symbiodinium775	K15398
Symbiodinium12992	K15210
Symbiodinium13114	K04774
Symbiodinium36451	K02183
Symbiodinium14347	K02866
Symbiodinium11125	K10615
Symbiodinium41880	K24976
Symbiodinium52046	K26157
Symbiodinium55236	K10407
Symbiodinium17728	K17710
Symbiodinium13316	K12567
Symbiodinium17529	K24332
Symbiodinium35632	K12132
Symbiodinium36045	K25587
Symbiodinium56541	K10594
Symbiodinium58182	K10799
Symbiodinium34127	K14007
Symbiodinium52534	K01802
Symbiodinium25123	K19269
Symbiodinium44157	K17278
Symbiodinium29824	K24842
Symbiodinium36933	K19372
Symbiodinium14809	K11811
Symbiodinium12443	K15429
Symbiodinium8431	K03555
Symbiodinium14642	K08867
Symbiodinium29695	K03252
Symbiodinium57960	K10408
Symbiodinium43808	K06994
Symbiodinium41136	K15516
Symbiodinium20177	K11978
Symbiodinium11741	K04459
Symbiodinium36408	K06974
Symbiodinium10442	K05658
Symbiodinium51373	K10615
Symbiodinium28733	K03841
Symbiodinium25954	K15264
Symbiodinium26489	K00699
Symbiodinium46515	K00476
Symbiodinium28997	K04515
Symbiodinium29864	K12858
Symbiodinium50326	K24764
Symbiodinium54395	K01103
Symbiodinium24035	K10669
Symbiodinium18334	K00476
Symbiodinium1849	K02471
Symbiodinium43763	K09584
Symbiodinium42341	K04843
Symbiodinium8964	K22763
Symbiodinium39877	K15987
Symbiodinium6346	K12132
Symbiodinium35802	K04518
Symbiodinium21700	K20045
Symbiodinium17907	K08592
Symbiodinium36110	K07179
Symbiodinium33295	K13412
Symbiodinium35152	K13412
Symbiodinium46279	K00710
Symbiodinium46684	K15044
Symbiodinium52036	K22809
Symbiodinium34112	K21866
Symbiodinium21804	K10595
Symbiodinium47701	K11995
Symbiodinium38675	K12011
Symbiodinium8723	K16726
Symbiodinium23243	K07752
Symbiodinium33339	K16608
Symbiodinium24900	K00387
Symbiodinium44781	K14832
Symbiodinium27163	K23490
Symbiodinium31022	K19422
Symbiodinium36487	K01099
Symbiodinium44680	K04043
Symbiodinium23405	K24468
Symbiodinium35627	K07114
Symbiodinium7596	K07936
Symbiodinium50676	K11168
Symbiodinium9028	K05754
Symbiodinium55615	K24419
Symbiodinium49576	K22282
Symbiodinium23023	K02925
Symbiodinium20993	K00545
Symbiodinium53995	K01057
Symbiodinium27647	K11099
Symbiodinium14775	K23257
Symbiodinium40307	K05841
Symbiodinium33270	K01769
Symbiodinium35028	K04840
Symbiodinium19845	K24070
Symbiodinium42607	K01120
Symbiodinium27720	K02978
Symbiodinium19230	K00040
Symbiodinium69847	K02962
Symbiodinium36561	K10380
Symbiodinium45154	K03260
Symbiodinium49176	K12189
Symbiodinium37299	K14841
Symbiodinium27728	K00031
Symbiodinium49448	K04043
Symbiodinium5452	K15104
Symbiodinium48251	K08869
Symbiodinium17874	K01816
Symbiodinium54957	K18447
Symbiodinium55993	K21456
Symbiodinium26148	K16604
Symbiodinium52413	K24553
Symbiodinium41850	K02685
Symbiodinium28470	K15042
Symbiodinium9059	K12339
Symbiodinium51547	K19041
Symbiodinium39466	K14411
Symbiodinium9716	K05673
Symbiodinium38966	K07198
Symbiodinium21656	K10423
Symbiodinium49077	K11412
Symbiodinium39137	K22128
Symbiodinium27683	K14852
Symbiodinium37424	K22133
Symbiodinium8698	K16726
Symbiodinium35199	K13750
Symbiodinium29477	K15377
Symbiodinium27914	K02115
Symbiodinium27953	K07393
Symbiodinium25260	K11699
Symbiodinium28004	K11830
Symbiodinium14879	K17499
Symbiodinium12281	K00942
Symbiodinium44692	K01067
Symbiodinium27110	K07514
Symbiodinium15390	K02335
Symbiodinium14032	K11592
Symbiodinium18402	K12460
Symbiodinium55040	K19613
Symbiodinium9334	K00620
Symbiodinium48082	K14963
Symbiodinium16403	K25291
Symbiodinium24552	K16726
Symbiodinium6298	K07126
Symbiodinium42731	K24104
Symbiodinium48432	K12405
Symbiodinium27308	K08908
Symbiodinium10337	K03362
Symbiodinium45906	K04956
Symbiodinium55738	K10380
Symbiodinium51102	K10594
Symbiodinium10811	K21993
Symbiodinium40725	K00574
Symbiodinium10616	K14724
Symbiodinium54788	K10767
Symbiodinium26512	K12841
Symbiodinium51089	K17618
Symbiodinium42984	K13984
Symbiodinium38387	K12175
Symbiodinium13190	K05692
Symbiodinium55085	K10380
Symbiodinium25692	K13026
Symbiodinium10536	K17535
Symbiodinium39643	K03006
Symbiodinium51766	K04730
Symbiodinium19265	K10380
Symbiodinium9460	K03686
Symbiodinium27231	K05692
Symbiodinium44651	K01613
Symbiodinium11738	K20416
Symbiodinium38146	K21893
Symbiodinium15499	K13240
Symbiodinium25655	K15032
Symbiodinium43303	K03102
Symbiodinium34774	K17506
Symbiodinium29277	K23999
Symbiodinium27096	K02995
Symbiodinium42560	K15259
Symbiodinium7917	K09578
Symbiodinium45555	K20293
Symbiodinium43324	K25894
Symbiodinium17388	K00265
Symbiodinium8352	K06948
Symbiodinium16577	K04515
Symbiodinium35829	K25401
Symbiodinium49493	K08287
Symbiodinium56021	K16289
Symbiodinium55896	K12460
Symbiodinium7361	K08654
Symbiodinium9124	K04460
Symbiodinium19995	K01802
Symbiodinium22579	K00411
Symbiodinium50922	K03235
Symbiodinium7765	K01835
Symbiodinium50874	K06173
Symbiodinium13912	K13717
Symbiodinium543	K16726
Symbiodinium7040	K02927
Symbiodinium11498	K16726
Symbiodinium36537	K08776
Symbiodinium42303	K23909
Symbiodinium48066	K01892
Symbiodinium56596	K07390
Symbiodinium6999	K06129
Symbiodinium39022	K09181
Symbiodinium9422	K10380
Symbiodinium34421	K01689
Symbiodinium13065	K00059
Symbiodinium19009	K09935
Symbiodinium37849	K09568
Symbiodinium15557	K25861
Symbiodinium36684	K19360
Symbiodinium46109	K19045
Symbiodinium41436	K17725
Symbiodinium27356	K02945
Symbiodinium8990	K04834
Symbiodinium45872	K05522
Symbiodinium20539	K13237
Symbiodinium25814	K12823
Symbiodinium14021	K10393
Symbiodinium13486	K13748
Symbiodinium15090	K01408
Symbiodinium33092	K06276
Symbiodinium20332	K18408
Symbiodinium24661	K00771
Symbiodinium24597	K10418
Symbiodinium14946	K13447
Symbiodinium24646	K10391
Symbiodinium24915	K10325
Symbiodinium51715	K07376
Symbiodinium23196	K24483
Symbiodinium45266	K16289
Symbiodinium28069	K16298
Symbiodinium6118	K00218
Symbiodinium19589	K20163
Symbiodinium8443	K04460
Symbiodinium37405	K12162
Symbiodinium44670	K04885
Symbiodinium8179	K22071
Symbiodinium46803	K11502
Symbiodinium26809	K07374
Symbiodinium25271	K08907
Symbiodinium28985	K24227
Symbiodinium7946	K25166
Symbiodinium10127	K18740
Symbiodinium48620	K05275
Symbiodinium59768	K21440
Symbiodinium25876	K14326
Symbiodinium40335	K06911
Symbiodinium44166	K01071
Symbiodinium9261	K10380
Symbiodinium32098	K16462
Symbiodinium37705	K12891
Symbiodinium52549	K11426
Symbiodinium12729	K22200
Symbiodinium48423	K15259
Symbiodinium30908	K01702
Symbiodinium22319	K03215
Symbiodinium29806	K15503
Symbiodinium36680	K13126
Symbiodinium30216	K00699
Symbiodinium13992	K10573
Symbiodinium51176	K14963
Symbiodinium46926	K20028
Symbiodinium21753	K11431
Symbiodinium17151	K00558
Symbiodinium1270	K11392
Symbiodinium36354	K13412
Symbiodinium27105	K00615
Symbiodinium41778	K00013
Symbiodinium6908	K08808
Symbiodinium16453	K04512
Symbiodinium53713	K18914
Symbiodinium26387	K06496
Symbiodinium24895	K12405
Symbiodinium13003	K17943
Symbiodinium34113	K01176
Symbiodinium53621	K07124
Symbiodinium8000	K14445
Symbiodinium46782	K16729
Symbiodinium49689	K14819
Symbiodinium34761	K12819
Symbiodinium5487	K15684
Symbiodinium5176	K22721
Symbiodinium32215	K12323
Symbiodinium49859	K10380
Symbiodinium48202	K09592
Symbiodinium58882	K12460
Symbiodinium34051	K00016
Symbiodinium15754	K12888
Symbiodinium44200	K04905
Symbiodinium51467	K24485
Symbiodinium20116	K13611
Symbiodinium30297	K04986
Symbiodinium372	K10615
Symbiodinium12414	K15664
Symbiodinium43170	K03145
Symbiodinium21029	K14079
Symbiodinium50152	K15033
Symbiodinium23816	K13611
Symbiodinium17499	K00472
Symbiodinium37333	K17065
Symbiodinium54795	K10604
Symbiodinium22557	K01135
Symbiodinium36813	K10396
Symbiodinium35924	K01135
Symbiodinium49591	K04515
Symbiodinium29820	K23730
Symbiodinium17035	K12460
Symbiodinium27634	K03164
Symbiodinium54631	K03165
Symbiodinium42588	K26544
Symbiodinium7522	K05309
Symbiodinium45128	K05632
Symbiodinium12868	K18981
Symbiodinium29099	K02183
Symbiodinium13952	K11438
Symbiodinium56492	K21436
Symbiodinium45022	K08056
Symbiodinium55332	K10380
Symbiodinium7019	K07126
Symbiodinium37264	K04958
Symbiodinium65165	K08848
Symbiodinium21827	K13275
Symbiodinium28183	K20416
Symbiodinium28487	K19750
Symbiodinium8067	K14314
Symbiodinium17191	K14165
Symbiodinium42035	K11502
Symbiodinium27745	K07937
Symbiodinium40792	K01301
Symbiodinium41044	K01462
Symbiodinium8410	K01177
Symbiodinium25021	K19327
Symbiodinium21918	K08994
Symbiodinium38937	K00710
Symbiodinium35376	K01869
Symbiodinium21400	K10860
Symbiodinium45027	K03686
Symbiodinium46545	K00799
Symbiodinium43934	K17916
Symbiodinium31504	K07240
Symbiodinium55524	K09568
Symbiodinium32317	K18663
Symbiodinium16874	K14685
Symbiodinium50023	K19348
Symbiodinium45138	K15631
Symbiodinium50127	K00254
Symbiodinium18247	K20718
Symbiodinium24804	K08139
Symbiodinium53691	K04908
Symbiodinium44389	K14963
Symbiodinium10437	K12818
Symbiodinium31059	K01687
Symbiodinium22953	K09788
Symbiodinium47056	K00967
Symbiodinium30968	K00665
Symbiodinium29574	K00558
Symbiodinium20791	K06180
Symbiodinium13896	K22544
Symbiodinium12274	K14683
Symbiodinium54526	K14298
Symbiodinium54773	K14326
Symbiodinium16952	K07375
Symbiodinium33839	K01408
Symbiodinium25343	K02259
Symbiodinium13440	K15201
Symbiodinium43418	K15259
Symbiodinium18329	K06180
Symbiodinium31341	K00587
Symbiodinium20134	K16726
Symbiodinium15055	K02335
Symbiodinium9504	K05692
Symbiodinium57588	K22721
Symbiodinium32573	K13412
Symbiodinium41649	K24455
Symbiodinium40961	K08857
Symbiodinium8516	K08585
Symbiodinium32603	K11755
Symbiodinium39052	K01507
Symbiodinium55198	K21440
Symbiodinium46367	K10594
Symbiodinium25635	K07819
Symbiodinium28462	K01893
Symbiodinium34547	K17506
Symbiodinium33669	K17609
Symbiodinium18234	K23518
Symbiodinium9751	K06694
Symbiodinium41017	K13696
Symbiodinium43323	K17506
Symbiodinium46016	K03842
Symbiodinium11724	K15363
Symbiodinium45451	K04951
Symbiodinium25922	K04905
Symbiodinium20515	K15667
Symbiodinium37061	K02857
Symbiodinium46243	K14846
Symbiodinium34873	K17822
Symbiodinium9962	K15190
Symbiodinium52563	K12603
Symbiodinium16242	K24512
Symbiodinium19489	K03263
Symbiodinium30519	K25441
Symbiodinium36460	K09581
Symbiodinium24651	K15665
Symbiodinium26344	K06689
Symbiodinium16700	K10860
Symbiodinium38777	K00547
Symbiodinium48248	K23025
Symbiodinium18113	K08900
Symbiodinium35531	K08794
Symbiodinium34771	K01187
Symbiodinium58070	K20032
Symbiodinium32371	K22762
Symbiodinium5270	K01279
Symbiodinium10780	K11169
Symbiodinium45078	K08869
Symbiodinium59812	K10615
Symbiodinium23778	K07877
Symbiodinium45291	K10355
Symbiodinium7948	K08735
Symbiodinium35714	K01309
Symbiodinium56945	K12132
Symbiodinium19298	K01802
Symbiodinium21808	K21440
Symbiodinium28197	K02881
Symbiodinium10403	K10455
Symbiodinium5286	K14571
Symbiodinium12500	K10615
Symbiodinium55821	K01091
Symbiodinium34373	K17361
Symbiodinium41538	K12132
Symbiodinium27788	K10410
Symbiodinium43316	K00876
Symbiodinium39518	K24104
Symbiodinium48012	K03145
Symbiodinium35150	K03320
Symbiodinium55016	K14648
Symbiodinium6741	K10380
Symbiodinium23012	K01076
Symbiodinium55232	K00564
Symbiodinium16102	K26544
Symbiodinium41315	K08798
Symbiodinium54860	K03438
Symbiodinium37616	K10419
Symbiodinium16620	K14859
Symbiodinium52786	K00451
Symbiodinium32333	K10632
Symbiodinium24925	K01537
Symbiodinium50610	K22390
Symbiodinium7465	K01216
Symbiodinium44525	K04730
Symbiodinium59182	K17710
Symbiodinium10363	K02931
Symbiodinium45265	K05544
Symbiodinium50195	K03924
Symbiodinium29320	K00799
Symbiodinium6816	K17766
Symbiodinium42094	K20827
Symbiodinium46528	K06943
Symbiodinium8081	K01027
Symbiodinium35989	K12880
Symbiodinium53774	K04957
Symbiodinium34713	K16466
Symbiodinium20215	K05545
Symbiodinium49625	K00948
Symbiodinium34198	K12443
Symbiodinium14484	K06969
Symbiodinium20573	K10401
Symbiodinium11836	K02974
Symbiodinium55057	K08869
Symbiodinium40846	K10392
Symbiodinium27842	K23490
Symbiodinium21722	K14966
Symbiodinium18699	K03327
Symbiodinium29068	K04990
Symbiodinium23053	K15654
Symbiodinium44871	K22614
Symbiodinium55280	K10406
Symbiodinium33783	K01090
Symbiodinium9002	K10590
Symbiodinium52110	K03767
Symbiodinium20831	K00077
Symbiodinium53184	K17866
Symbiodinium11266	K09592
Symbiodinium45044	K01178
Symbiodinium30850	K00817
Symbiodinium39597	K04950
Symbiodinium46996	K18666
Symbiodinium41655	K14442
Symbiodinium7136	K15655
Symbiodinium45114	K04834
Symbiodinium16605	K20161
Symbiodinium33887	K01377
Symbiodinium24069	K08193
Symbiodinium28630	K02731
Symbiodinium30587	K14379
Symbiodinium37038	K04936
Symbiodinium23780	K10716
Symbiodinium12687	K19041
Symbiodinium29407	K13293
Symbiodinium28456	K06891
Symbiodinium18437	K04079
Symbiodinium6040	K20804
Symbiodinium24939	K00699
Symbiodinium50318	K03119
Symbiodinium47863	K08869
Symbiodinium55284	K18477
Symbiodinium21004	K10587
Symbiodinium38261	K09553
Symbiodinium11971	K06130
